"customer_id","customer_count","country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label","churn_value","churn_score","cltv","churn_reason"
"8023-QHAIO",1,"United States","California","Corona","92882","33.819385, -117.600213",33.819385,-117.600213,"Female","Yes","Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",76.85,4275.75,"No",0,66,6035,NULL
"4397-FRLTA",1,"United States","California","Corona","92883","33.762351, -117.488725",33.762351,-117.488725,"Female","No","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,84.50,"No",0,75,5535,NULL
"3057-VJJQE",1,"United States","California","Yorba Linda","92886","33.897253, -117.792202",33.897253,-117.792202,"Male","No","No","No",35,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check",55.25,1924.10,"No",0,24,5498,NULL
"2302-OUZXB",1,"United States","California","Ventura","93001","34.360261, -119.306383",34.360261,-119.306383,"Male","No","Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",82.15,5784.30,"No",0,70,4552,NULL
"8133-ANHHJ",1,"United States","California","Ventura","93003","34.279221, -119.221437",34.279221,-119.221437,"Female","Yes","No","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",103.00,5166.20,"No",0,75,5023,NULL
"2270-CHBFN",1,"United States","California","Ventura","93004","34.278697, -119.167798",34.278697,-119.167798,"Female","No","Yes","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",95.10,4060.55,"No",0,20,2221,NULL
"5982-FPVQN",1,"United States","California","Camarillo","93012","34.205504, -118.993111",34.205504,-118.993111,"Female","No","Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.15,3532.85,"No",0,22,3407,NULL
"9107-UKCKY",1,"United States","California","Carpinteria","93013","34.441398, -119.513163",34.441398,-119.513163,"Male","No","Yes","No",61,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",79.80,4914.80,"No",0,24,6432,NULL
"4654-ULTTN",1,"United States","California","Fillmore","93015","34.408161, -118.865111",34.408161,-118.865111,"Male","No","Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",74.80,5315.80,"No",0,60,6447,NULL
"5546-BYZSM",1,"United States","California","Oak View","93022","34.404544, -119.302118",34.404544,-119.302118,"Female","No","No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.45,775.60,"No",0,80,2839,NULL
"1492-KGETH",1,"United States","California","Ojai","93023","34.581308, -118.931948",34.581308,-118.931948,"Male","No","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",78.35,5445.95,"No",0,42,4422,NULL
"4163-HFTUK",1,"United States","California","Oxnard","93033","34.156629, -119.117218",34.156629,-119.117218,"Male","No","No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.10,1007.80,"No",0,78,4120,NULL
"8215-NGSPE",1,"United States","California","Oxnard","93035","34.18454, -119.224666",34.184540,-119.224666,"Female","No","Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.00,833.55,"No",0,46,3413,NULL
"8859-YSTWS",1,"United States","California","Port Hueneme","93041","34.110124, -119.100972",34.110124,-119.100972,"Male","No","No","No",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.95,1004.50,"No",0,44,4254,NULL
"7601-DHFWZ",1,"United States","California","Simi Valley","93063","34.296813, -118.685703",34.296813,-118.685703,"Female","No","No","No",48,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.00,1183.05,"No",0,66,3948,NULL
"1998-VHJHK",1,"United States","California","Santa Barbara","93101","34.419203, -119.710008",34.419203,-119.710008,"Female","No","No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.15,501.35,"No",0,38,5606,NULL
"1707-HABPF",1,"United States","California","Santa Barbara","93103","34.438581, -119.685368",34.438581,-119.685368,"Female","Yes","No","No",46,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",91.30,4126.35,"No",0,43,3191,NULL
"0487-VVUVK",1,"United States","California","Santa Barbara","93109","34.406256, -119.726936",34.406256,-119.726936,"Male","No","Yes","Yes",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.15,477.60,"No",0,57,3829,NULL
"5063-IUOKK",1,"United States","California","Santa Barbara","93111","34.460197, -119.802602",34.460197,-119.802602,"Male","No","No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,265.75,"No",0,41,2016,NULL
"4508-OEBEY",1,"United States","California","Goleta","93117","34.489983, -120.091246",34.489983,-120.091246,"Male","No","Yes","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",75.50,2424.45,"No",0,61,5611,NULL
"0027-KWYKW",1,"United States","California","Alpaugh","93201","35.869626, -119.498771",35.869626,-119.498771,"Female","No","Yes","Yes",23,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.75,1849.95,"No",0,78,3585,NULL
"2308-STERM",1,"United States","California","Armona","93202","36.315979, -119.710852",36.315979,-119.710852,"Female","No","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.40,61.05,"No",0,63,5816,NULL
"5982-XMDEX",1,"United States","California","Arvin","93203","35.116307, -118.817644",35.116307,-118.817644,"Female","No","No","No",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",26.50,1698.55,"No",0,46,4404,NULL
"6051-PTVNS",1,"United States","California","Bodfish","93205","35.523991, -118.400432",35.523991,-118.400432,"Female","No","Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.15,998.10,"No",0,29,5390,NULL
"2877-VDUER",1,"United States","California","Camp Nelson","93208","36.057458, -118.591951",36.057458,-118.591951,"Female","No","Yes","Yes",35,"No","No phone service","DSL","No","No","No","Yes","Yes","No","One year","No","Mailed check",40.90,1383.60,"No",0,78,5691,NULL
"9152-AMKAK",1,"United States","California","Coalinga","93210","36.186867, -120.387793",36.186867,-120.387793,"Male","No","No","No",6,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",80.25,493.40,"No",0,26,2706,NULL
"9432-VOFYX",1,"United States","California","Delano","93215","35.772244, -119.209689",35.772244,-119.209689,"Male","No","No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.80,1207.00,"No",0,56,5420,NULL
"8049-WJCLQ",1,"United States","California","Ducor","93218","35.846067, -119.004073",35.846067,-119.004073,"Male","No","Yes","Yes",10,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",60.20,563.50,"No",0,52,5318,NULL
"6586-PSJOX",1,"United States","California","Earlimart","93219","35.858054, -119.305858",35.858054,-119.305858,"Male","No","No","Yes",15,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",55.20,864.55,"No",0,73,3608,NULL
"9705-ZJBCG",1,"United States","California","Frazier Park","93222","34.907911, -119.234281",34.907911,-119.234281,"Female","No","Yes","Yes",13,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",54.15,701.05,"No",0,43,4977,NULL
"6847-KJLTS",1,"United States","California","Frazier Park","93225","34.827662, -118.999073",34.827662,-118.999073,"Female","Yes","Yes","No",58,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.40,5749.80,"No",0,64,4005,NULL
"9670-BPNXF",1,"United States","California","Glennville","93226","35.735694, -118.738483",35.735694,-118.738483,"Female","No","No","No",45,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",62.55,2796.45,"No",0,80,2935,NULL
"3913-FCUUW",1,"United States","California","Hanford","93230","36.29223, -119.622676",36.292230,-119.622676,"Female","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",70.45,5165.70,"No",0,48,4463,NULL
"3301-VKTGC",1,"United States","California","Huron","93234","36.217864, -120.080117",36.217864,-120.080117,"Male","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",85.50,5696.60,"No",0,48,4380,NULL
"9555-SAHUZ",1,"United States","California","Kernville","93238","35.852892, -118.397782",35.852892,-118.397782,"Female","No","Yes","Yes",38,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.50,2076.05,"No",0,23,5499,NULL
"0816-TSPHQ",1,"United States","California","Kettleman City","93239","35.996923, -120.000951",35.996923,-120.000951,"Male","No","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.75,44.20,"No",0,79,3976,NULL
"9932-WBWIK",1,"United States","California","Lake Isabella","93240","35.607875, -118.466318",35.607875,-118.466318,"Male","No","No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,215.25,"No",0,46,5597,NULL
"4619-EVPHY",1,"United States","California","Lamont","93241","35.245035, -118.905553",35.245035,-118.905553,"Female","Yes","Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",91.00,1859.50,"No",0,57,3748,NULL
"5286-YHCVC",1,"United States","California","Laton","93242","36.444232, -119.718285",36.444232,-119.718285,"Male","No","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.80,7470.10,"No",0,21,4165,NULL
"9115-YQHGA",1,"United States","California","Lemoore","93245","36.303666, -119.825657",36.303666,-119.825657,"Male","No","No","No",40,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",51.10,2092.90,"No",0,67,3355,NULL
"4462-CYWMH",1,"United States","California","Lindsay","93247","36.205465, -119.085807",36.205465,-119.085807,"Male","Yes","Yes","No",62,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.80,5629.55,"No",0,67,4981,NULL
"8963-MQVYN",1,"United States","California","Lost Hills","93249","35.637715, -119.893068",35.637715,-119.893068,"Female","No","No","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.55,469.85,"No",0,44,3169,NULL
"2458-EOMRE",1,"United States","California","Mc Farland","93250","35.666886, -119.186717",35.666886,-119.186717,"Female","No","No","No",11,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",64.05,733.95,"No",0,24,4171,NULL
"9334-GWGOW",1,"United States","California","Mc Kittrick","93251","35.38381, -119.730885",35.383810,-119.730885,"Male","Yes","Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,485.25,"No",0,44,2259,NULL
"6542-LWGXJ",1,"United States","California","Pixley","93256","35.957019, -119.330928",35.957019,-119.330928,"Male","No","Yes","No",3,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.00,78.25,"No",0,70,2730,NULL
"5567-GZKQY",1,"United States","California","Porterville","93257","36.008958, -118.891593",36.008958,-118.891593,"Male","No","No","No",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.30,1131.50,"No",0,20,4335,NULL
"1222-LRYKO",1,"United States","California","Posey","93260","35.861928, -118.636698",35.861928,-118.636698,"Male","No","No","Yes",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",26.35,184.05,"No",0,22,2189,NULL
"2087-QAREY",1,"United States","California","Sequoia National Park","93262","36.527243, -118.594938",36.527243,-118.594938,"Female","No","Yes","No",22,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",54.70,1178.75,"No",0,53,5722,NULL
"4423-JWZJN",1,"United States","California","Springville","93265","36.245926, -118.693138",36.245926,-118.693138,"Male","No","Yes","Yes",64,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",90.25,5629.15,"No",0,53,4799,NULL
"6490-FGZAT",1,"United States","California","Strathmore","93267","36.141319, -119.129075",36.141319,-119.129075,"Male","No","No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,109.30,"No",0,79,3266,NULL
"7452-FOLON",1,"United States","California","Terra Bella","93270","35.939068, -119.043666",35.939068,-119.043666,"Male","No","No","Yes",39,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",25.45,958.45,"No",0,53,5986,NULL
"2320-TZRRH",1,"United States","California","Three Rivers","93271","36.413433, -118.854708",36.413433,-118.854708,"Female","No","No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.50,403.15,"No",0,59,4700,NULL
"4942-VZZOM",1,"United States","California","Tupman","93276","35.316263, -119.402559",35.316263,-119.402559,"Male","No","Yes","No",64,"Yes","Yes","DSL","Yes","No","No","No","Yes","No","One year","Yes","Credit card (automatic)",66.15,4392.50,"No",0,25,4703,NULL
"7502-BNYGS",1,"United States","California","Wasco","93280","35.652242, -119.4464",35.652242,-119.446400,"Female","No","Yes","No",46,"Yes","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",69.10,3168.00,"No",0,53,2333,NULL
"4291-HYEBC",1,"United States","California","Weldon","93283","35.55647, -118.244914",35.556470,-118.244914,"Female","Yes","Yes","Yes",28,"No","No phone service","DSL","No","Yes","No","No","No","Yes","One year","Yes","Electronic check",39.10,1096.60,"No",0,59,2305,NULL
"6147-CBCRA",1,"United States","California","Wofford Heights","93285","35.690535, -118.552784",35.690535,-118.552784,"Female","No","Yes","No",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,669.45,"No",0,22,5759,NULL
"6047-SUHPR",1,"United States","California","Woodlake","93286","36.464635, -119.094348",36.464635,-119.094348,"Male","No","Yes","Yes",39,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Electronic check",59.80,2343.85,"No",0,58,3093,NULL
"9752-ZNQUT",1,"United States","California","Visalia","93291","36.391777, -119.372842",36.391777,-119.372842,"Female","No","No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",48.60,48.60,"No",0,24,3704,NULL
"1576-PFZIW",1,"United States","California","Bakersfield","93301","35.383937, -119.020428",35.383937,-119.020428,"Male","Yes","Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",105.35,7511.90,"No",0,34,5866,NULL
"5666-MBJPT",1,"United States","California","Bakersfield","93304","35.339796, -119.023552",35.339796,-119.023552,"Male","No","No","No",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.10,1725.00,"No",0,46,5449,NULL
"7312-XSBAT",1,"United States","California","Bakersfield","93305","35.391733, -118.984109",35.391733,-118.984109,"Male","No","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",49.75,49.75,"No",0,79,2908,NULL
"3096-GKWEB",1,"United States","California","Bakersfield","93306","35.449881, -118.841442",35.449881,-118.841442,"Male","No","Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,1691.90,"No",0,40,4477,NULL
"2371-JQHZZ",1,"United States","California","Bakersfield","93307","35.280113, -118.962329",35.280113,-118.962329,"Male","No","Yes","No",24,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.00,2248.05,"No",0,29,5886,NULL
"0674-GCDXG",1,"United States","California","Bakersfield","93308","35.559617, -118.925185",35.559617,-118.925185,"Male","No","No","No",63,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",71.90,4479.20,"No",0,38,5816,NULL
"1121-QSIVB",1,"United States","California","Bakersfield","93309","35.342891, -119.064803",35.342891,-119.064803,"Female","No","No","Yes",44,"Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",77.55,3471.10,"No",0,43,5044,NULL
"4396-KLSEH",1,"United States","California","Bakersfield","93311","35.16207, -119.194488",35.162070,-119.194488,"Male","No","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.85,63.00,"No",0,71,5918,NULL
"2824-MYYBN",1,"United States","California","Bakersfield","93313","35.140938, -119.051348",35.140938,-119.051348,"Female","No","Yes","Yes",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.25,3314.15,"No",0,29,2969,NULL
"6345-HOVES",1,"United States","California","Los Osos","93402","35.279984, -120.824288",35.279984,-120.824288,"Male","No","No","No",34,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.05,852.70,"No",0,29,3800,NULL
"8318-LCNBW",1,"United States","California","San Luis Obispo","93405","35.236549, -120.727344",35.236549,-120.727344,"Male","No","Yes","No",35,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",53.15,1930.90,"No",0,43,5638,NULL
"6469-QJKZW",1,"United States","California","Arroyo Grande","93420","35.176236, -120.483243",35.176236,-120.483243,"Female","No","Yes","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.15,91.40,"No",0,26,2198,NULL
"0147-ESWWR",1,"United States","California","Atascadero","93422","35.453912, -120.69461",35.453912,-120.694610,"Female","Yes","Yes","No",39,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,3949.15,"No",0,77,3172,NULL
"1217-VASWC",1,"United States","California","Avila Beach","93424","35.186644, -120.728305",35.186644,-120.728305,"Male","Yes","Yes","No",43,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.55,4304.00,"No",0,65,4499,NULL
"6370-ZVHDV",1,"United States","California","Buellton","93427","34.631362, -120.238218",34.631362,-120.238218,"Female","No","Yes","No",61,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.30,1554.90,"No",0,71,4501,NULL
"5915-DGNVC",1,"United States","California","Cambria","93428","35.591387, -121.032256",35.591387,-121.032256,"Female","No","Yes","No",49,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",71.80,3472.05,"No",0,79,6193,NULL
"6260-XLACS",1,"United States","California","Casmalia","93429","34.866032, -120.536546",34.866032,-120.536546,"Male","No","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.70,117.80,"No",0,43,5018,NULL
"3566-CAAYU",1,"United States","California","Cayucos","93430","35.511833, -120.918713",35.511833,-120.918713,"Female","No","Yes","Yes",64,"No","No phone service","DSL","No","Yes","Yes","Yes","No","Yes","Two year","No","Electronic check",49.85,3210.35,"No",0,56,5644,NULL
"4983-CCWMC",1,"United States","California","Creston","93432","35.480896, -120.469476",35.480896,-120.469476,"Male","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.60,207.40,"No",0,39,5487,NULL
"9103-CXVOK",1,"United States","California","Grover Beach","93433","35.120833, -120.61843",35.120833,-120.618430,"Male","No","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.75,19.75,"No",0,27,3068,NULL
"2896-TBNBE",1,"United States","California","Guadalupe","93434","34.936, -120.594655",34.936000,-120.594655,"Male","No","Yes","No",40,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Electronic check",80.80,3132.75,"No",0,26,3387,NULL
"2522-WLNSF",1,"United States","California","Los Olivos","93441","34.70434, -120.02609",34.704340,-120.026090,"Female","Yes","Yes","No",34,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",64.20,2106.30,"No",0,34,2225,NULL
"3841-CONLJ",1,"United States","California","Morro Bay","93442","35.369553, -120.763864",35.369553,-120.763864,"Female","No","Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",35.00,35.00,"No",0,54,4099,NULL
"4475-NVTLU",1,"United States","California","Paso Robles","93446","35.634222, -120.728341",35.634222,-120.728341,"Male","No","Yes","Yes",45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",19.20,903.70,"No",0,24,3451,NULL
"9386-LDCZR",1,"United States","California","San Ardo","93450","35.996008, -120.85305",35.996008,-120.853050,"Male","No","No","No",43,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",90.65,3882.30,"No",0,27,2496,NULL
"9585-KKMFD",1,"United States","California","San Miguel","93451","35.886767, -120.608661",35.886767,-120.608661,"Male","No","Yes","Yes",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.00,879.80,"No",0,60,5743,NULL
"5399-ZIMKF",1,"United States","California","San Simeon","93452","35.746484, -121.223355",35.746484,-121.223355,"Male","No","No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.65,383.65,"No",0,34,3319,NULL
"0336-KXKFK",1,"United States","California","Santa Margarita","93453","35.303926, -120.256567",35.303926,-120.256567,"Male","No","No","No",72,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",61.20,4390.25,"No",0,38,4085,NULL
"5619-XZZKR",1,"United States","California","Santa Maria","93454","34.943523, -120.256729",34.943523,-120.256729,"Male","No","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.95,68.20,"No",0,35,2195,NULL
"3948-FVVRP",1,"United States","California","Santa Maria","93455","34.818227, -120.418784",34.818227,-120.418784,"Male","No","Yes","Yes",9,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",54.80,452.80,"No",0,73,2848,NULL
"5327-XOKKY",1,"United States","California","Santa Maria","93458","34.95934, -120.490081",34.959340,-120.490081,"Male","Yes","Yes","No",72,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",73.45,5329.00,"No",0,29,5540,NULL
"0983-TATYJ",1,"United States","California","Santa Ynez","93460","34.630356, -120.032564",34.630356,-120.032564,"Female","No","Yes","No",33,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Mailed check",51.45,1758.90,"No",0,59,4935,NULL
"1813-JYWTO",1,"United States","California","Shandon","93461","35.634488, -120.293534",35.634488,-120.293534,"Female","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)",80.45,5737.60,"No",0,62,4202,NULL
"6719-OXYBR",1,"United States","California","California City","93505","35.151491, -117.927597",35.151491,-117.927597,"Male","No","No","No",15,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",85.30,1219.85,"No",0,51,5559,NULL
"3312-ZWLGF",1,"United States","California","Acton","93510","34.501452, -118.207862",34.501452,-118.207862,"Male","Yes","Yes","No",29,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",79.30,2414.55,"No",0,21,3172,NULL
"6476-YHMGA",1,"United States","California","Benton","93512","37.653947, -118.231443",37.653947,-118.231443,"Female","No","Yes","Yes",15,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",76.50,1155.60,"No",0,76,3851,NULL
"0795-XCCTE",1,"United States","California","Bishop","93514","37.04584, -118.397236",37.045840,-118.397236,"Male","Yes","No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.40,1809.35,"No",0,51,6141,NULL
"0168-XZKBB",1,"United States","California","Boron","93516","34.95703, -117.73045",34.957030,-117.730450,"Female","No","Yes","No",19,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.85,1564.40,"No",0,64,5072,NULL
"3785-NRHYR",1,"United States","California","Bridgeport","93517","38.184583, -119.286558",38.184583,-119.286558,"Male","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"No",0,31,3192,NULL
"4537-DKTAL",1,"United States","California","Darwin","93522","36.319181, -117.593053",36.319181,-117.593053,"Female","No","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.55,84.40,"No",0,70,4372,NULL
"7072-MBHEV",1,"United States","California","Edwards","93523","34.966777, -117.961179",34.966777,-117.961179,"Female","Yes","Yes","Yes",11,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",78.10,864.85,"No",0,50,2333,NULL
"5602-BVFMK",1,"United States","California","Independence","93526","36.869584, -118.189241",36.869584,-118.189241,"Female","No","No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.30,228.75,"No",0,77,2868,NULL
"6297-NOOPG",1,"United States","California","Inyokern","93527","36.041315, -118.188235",36.041315,-118.188235,"Female","No","Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",110.50,7752.05,"No",0,64,5979,NULL
"8204-TIFGJ",1,"United States","California","June Lake","93529","37.730269, -119.055813",37.730269,-119.055813,"Female","No","No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.30,470.60,"No",0,43,3630,NULL
