customer_id,tenure_months,contract,internet_service,tech_support,online_security,payment_method,monthly_charges,cltv,churn_value,predicted_churn,churn_probability,risk_segment
5485-ITNPC,66,Two year,DSL,Yes,Yes,Bank transfer (automatic),85.9,5137,0,0,0.0568,Low Risk
3407-JMJQQ,71,Two year,Fiber optic,No,Yes,Bank transfer (automatic),109.0,4204,0,0,0.0568,Low Risk
4057-FKCZK,58,Two year,Fiber optic,No,No,Bank transfer (automatic),82.5,4348,0,0,0.0568,Low Risk
9140-CZQZZ,68,Two year,DSL,Yes,Yes,Bank transfer (automatic),79.6,5601,0,0,0.0568,Low Risk
6701-DHKWQ,61,Two year,DSL,Yes,No,Credit card (automatic),51.35,4159,0,0,0.0566,Low Risk
0902-RFHOF,38,One year,No,No internet service,No internet service,Mailed check,20.1,2907,0,0,0.0565,Low Risk
0839-JTCUD,66,Two year,DSL,Yes,Yes,Credit card (automatic),89.9,4082,0,0,0.0564,Low Risk
7781-HVGMK,72,Two year,DSL,Yes,Yes,Credit card (automatic),65.2,5092,0,0,0.0563,Low Risk
1265-ZFOSD,64,Two year,DSL,Yes,Yes,Mailed check,81.3,5254,0,0,0.0561,Low Risk
5130-YPIRV,62,Two year,DSL,No,Yes,Credit card (automatic),72.0,6489,0,0,0.0561,Low Risk
1042-HFUCW,25,One year,DSL,Yes,No,Credit card (automatic),54.75,5136,0,0,0.0561,Low Risk
0114-IGABW,71,Two year,DSL,Yes,No,Bank transfer (automatic),58.25,5224,0,0,0.0561,Low Risk
4774-HHGGS,30,Two year,No,No internet service,No internet service,Mailed check,19.05,2347,0,0,0.0561,Low Risk
4815-YOSUK,72,One year,Fiber optic,Yes,Yes,Credit card (automatic),104.9,4927,0,0,0.056,Low Risk
4334-HOWRP,72,Two year,DSL,Yes,Yes,Credit card (automatic),64.95,4049,0,0,0.056,Low Risk
9674-EHPPG,46,Two year,DSL,Yes,Yes,Credit card (automatic),40.4,2519,0,0,0.056,Low Risk
6023-GSSXW,69,Two year,DSL,No,No,Credit card (automatic),61.45,4162,0,0,0.0558,Low Risk
0301-KOBTQ,32,Two year,No,No internet service,No internet service,Bank transfer (automatic),20.05,3398,0,0,0.0557,Low Risk
3557-HTYWR,47,Two year,DSL,Yes,Yes,Mailed check,74.05,2831,0,0,0.0557,Low Risk
5792-JALQC,52,Two year,DSL,No,Yes,Bank transfer (automatic),59.85,5085,0,0,0.0557,Low Risk
1755-FZQEC,39,One year,No,No internet service,No internet service,Mailed check,19.9,4041,0,0,0.0556,Low Risk
9297-EONCV,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),91.35,5378,0,0,0.0554,Low Risk
6752-APNJL,42,Month-to-month,DSL,No,Yes,Mailed check,54.5,3449,0,0,0.0554,Low Risk
0788-DXBFY,58,One year,No,No internet service,No internet service,Electronic check,19.55,4801,0,0,0.0553,Low Risk
2030-BTZRO,6,Two year,No,No internet service,No internet service,Credit card (automatic),20.4,4628,0,0,0.0551,Low Risk
4188-PCPIG,57,Two year,DSL,Yes,Yes,Credit card (automatic),70.35,5779,0,0,0.055,Low Risk
7284-ZZLOH,45,Two year,DSL,No,Yes,Credit card (automatic),53.3,2929,0,0,0.055,Low Risk
5494-WOZRZ,71,Two year,DSL,Yes,Yes,Credit card (automatic),82.0,5770,0,0,0.055,Low Risk
4381-MHQDC,47,Two year,DSL,Yes,Yes,Mailed check,65.0,3286,0,0,0.0549,Low Risk
7839-NUIAA,61,Month-to-month,DSL,No,Yes,Electronic check,59.8,5381,0,0,0.0549,Low Risk
3766-EJLFL,68,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),109.05,6391,0,0,0.0549,Low Risk
1568-BEKZM,70,Two year,DSL,Yes,Yes,Credit card (automatic),90.05,4666,0,0,0.0548,Low Risk
3796-ENZGF,63,Two year,DSL,Yes,No,Mailed check,67.25,6438,0,0,0.0546,Low Risk
3301-VKTGC,68,One year,Fiber optic,No,Yes,Bank transfer (automatic),85.5,4380,0,0,0.0545,Low Risk
9242-TKFSV,72,Two year,DSL,Yes,Yes,Credit card (automatic),65.1,4969,0,0,0.0544,Low Risk
7765-LWVVH,72,Two year,Fiber optic,No,Yes,Electronic check,95.1,5584,0,0,0.0542,Low Risk
4549-ZDQYY,52,One year,DSL,Yes,Yes,Credit card (automatic),57.95,6078,0,0,0.0541,Low Risk
3549-ZTMNH,12,Two year,No,No internet service,No internet service,Bank transfer (automatic),24.0,3705,0,0,0.0541,Low Risk
7996-BPXHY,13,Two year,No,No internet service,No internet service,Bank transfer (automatic),25.0,4734,0,0,0.0541,Low Risk
9845-QOMAD,14,One year,No,No internet service,No internet service,Mailed check,19.75,3958,0,0,0.054,Low Risk
1972-XMUWV,65,Two year,DSL,Yes,No,Credit card (automatic),59.8,6034,0,0,0.054,Low Risk
0707-HOVVN,70,Two year,DSL,Yes,No,Bank transfer (automatic),75.5,6024,0,0,0.054,Low Risk
4121-AGSIN,58,One year,No,No internet service,No internet service,Credit card (automatic),24.5,4455,0,0,0.0539,Low Risk
1099-GODLO,1,Two year,No,No internet service,No internet service,Mailed check,20.35,4836,0,0,0.0539,Low Risk
8099-MZPUJ,48,Two year,Fiber optic,Yes,Yes,Credit card (automatic),111.8,3922,0,0,0.0538,Low Risk
4782-OSFXZ,71,Two year,DSL,Yes,Yes,Bank transfer (automatic),82.7,5089,0,0,0.0538,Low Risk
0056-EPFBG,20,Two year,DSL,Yes,Yes,Credit card (automatic),39.4,3899,0,0,0.0536,Low Risk
8404-VIOMB,66,Two year,DSL,Yes,Yes,Bank transfer (automatic),62.5,4165,0,0,0.0536,Low Risk
7696-AMHOD,49,One year,DSL,No,No,Credit card (automatic),78.0,4200,0,0,0.0536,Low Risk
3166-PNEOF,61,Two year,DSL,Yes,Yes,Credit card (automatic),86.45,4471,0,0,0.0536,Low Risk
2845-KDHVX,64,Two year,DSL,Yes,No,Mailed check,68.3,5425,0,0,0.0534,Low Risk
8328-SKJNO,23,One year,DSL,Yes,Yes,Bank transfer (automatic),40.65,5230,0,0,0.0533,Low Risk
1272-ILHFG,15,One year,No,No internet service,No internet service,Mailed check,19.65,5928,0,0,0.0533,Low Risk
5275-PMFUT,72,Two year,DSL,Yes,Yes,Credit card (automatic),64.8,4036,0,0,0.0532,Low Risk
2753-JMMCV,65,Two year,DSL,Yes,No,Credit card (automatic),74.2,4774,0,0,0.0531,Low Risk
8612-GXIDD,12,Two year,No,No internet service,No internet service,Bank transfer (automatic),25.4,2219,0,0,0.053,Low Risk
2324-AALNO,48,One year,No,No internet service,No internet service,Bank transfer (automatic),24.55,5517,0,0,0.053,Low Risk
9483-GCPWE,9,One year,No,No internet service,No internet service,Mailed check,20.1,3444,0,0,0.0529,Low Risk
5917-HBSDW,37,Month-to-month,No,No internet service,No internet service,Electronic check,19.35,2360,0,0,0.0529,Low Risk
5642-MHDQT,53,One year,No,No internet service,No internet service,Bank transfer (automatic),19.85,4836,0,0,0.0528,Low Risk
3082-YVEKW,23,Two year,DSL,Yes,Yes,Bank transfer (automatic),77.15,2572,0,0,0.0525,Low Risk
7301-ABVAD,72,Two year,DSL,Yes,No,Bank transfer (automatic),86.6,4530,0,0,0.0525,Low Risk
6152-ONASV,68,One year,DSL,Yes,Yes,Bank transfer (automatic),58.25,4620,0,0,0.0525,Low Risk
7633-MVPUY,57,Two year,DSL,Yes,Yes,Electronic check,59.75,4012,0,0,0.0524,Low Risk
6504-VBLFL,55,Two year,DSL,No,Yes,Electronic check,58.6,6231,0,0,0.0524,Low Risk
5879-HMFFH,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),88.05,6247,0,0,0.0524,Low Risk
5003-OKNNK,15,One year,No,No internet service,No internet service,Credit card (automatic),20.35,3205,0,0,0.0524,Low Risk
8580-QVLOC,72,Two year,DSL,Yes,Yes,Credit card (automatic),92.45,5697,1,0,0.0522,Low Risk
1904-WAJAA,24,Two year,DSL,No,Yes,Electronic check,64.35,5461,0,0,0.0521,Low Risk
3079-BCHLN,47,One year,No,No internet service,No internet service,Bank transfer (automatic),19.9,5394,0,0,0.052,Low Risk
1320-GVNHT,72,Two year,Fiber optic,No,Yes,Credit card (automatic),108.4,4419,0,0,0.052,Low Risk
2346-CZYIL,27,Two year,No,No internet service,No internet service,Credit card (automatic),20.35,4962,0,0,0.052,Low Risk
6867-ACCZI,24,Two year,DSL,Yes,Yes,Mailed check,52.5,3303,0,0,0.052,Low Risk
7691-KGKGP,53,Month-to-month,DSL,Yes,No,Credit card (automatic),65.0,5534,0,0,0.0519,Low Risk
8400-WZICQ,55,Month-to-month,DSL,No,Yes,Electronic check,55.7,4149,0,0,0.0518,Low Risk
6461-SZMCV,71,Two year,DSL,Yes,Yes,Bank transfer (automatic),87.95,4278,0,0,0.0514,Low Risk
0020-INWCK,71,Two year,Fiber optic,No,No,Credit card (automatic),95.75,4865,0,0,0.0512,Low Risk
9068-VPWQQ,61,Two year,DSL,Yes,Yes,Credit card (automatic),75.35,6466,0,0,0.0512,Low Risk
3219-JQRSL,72,Two year,DSL,Yes,Yes,Credit card (automatic),89.1,4627,0,0,0.0512,Low Risk
0357-NVCRI,25,Month-to-month,No,No internet service,No internet service,Credit card (automatic),20.05,2192,0,0,0.051,Low Risk
1371-OJCEK,48,One year,No,No internet service,No internet service,Bank transfer (automatic),24.35,4200,0,0,0.051,Low Risk
5214-NLTIT,72,Two year,Fiber optic,No,No,Credit card (automatic),90.8,6188,0,0,0.0508,Low Risk
4213-HKBJO,33,Two year,No,No internet service,No internet service,Credit card (automatic),25.7,3378,0,0,0.0507,Low Risk
6094-ZIVKX,68,One year,DSL,No,Yes,Credit card (automatic),54.45,6309,0,0,0.0507,Low Risk
3084-DOWLE,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),92.0,6434,0,0,0.0506,Low Risk
1837-YQUCE,70,Two year,DSL,Yes,Yes,Bank transfer (automatic),58.35,4093,0,0,0.0506,Low Risk
4849-PYRLQ,56,Two year,DSL,Yes,Yes,Bank transfer (automatic),73.25,4011,0,0,0.0506,Low Risk
2927-CVULT,53,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),104.05,4190,0,0,0.0506,Low Risk
9313-CDOGY,38,Month-to-month,No,No internet service,No internet service,Electronic check,19.6,3854,0,0,0.0505,Low Risk
7569-NMZYQ,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),118.75,5475,0,0,0.0505,Low Risk
1686-STUHN,42,One year,No,No internet service,No internet service,Bank transfer (automatic),19.8,3575,0,0,0.0504,Low Risk
7971-HLVXI,72,Two year,Fiber optic,No,No,Credit card (automatic),84.5,6202,0,0,0.0504,Low Risk
4884-LEVMQ,39,Two year,No,No internet service,No internet service,Bank transfer (automatic),20.45,2165,0,0,0.0504,Low Risk
7398-HPYZQ,71,Two year,DSL,Yes,Yes,Bank transfer (automatic),90.55,5007,0,0,0.0504,Low Risk
9135-MGVPY,69,Two year,DSL,Yes,Yes,Mailed check,84.7,5345,0,0,0.0504,Low Risk
6974-DAFLI,55,One year,No,No internet service,No internet service,Electronic check,19.7,4888,0,0,0.0503,Low Risk
7321-ZNSLA,13,Two year,DSL,Yes,Yes,Mailed check,40.55,2898,0,0,0.0503,Low Risk
3487-EARAT,70,One year,DSL,Yes,Yes,Credit card (automatic),74.1,6325,0,0,0.0503,Low Risk
3283-WCWXT,6,Two year,No,No internet service,No internet service,Mailed check,25.4,2882,0,0,0.0503,Low Risk
6445-TNRXS,68,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),114.7,5671,0,0,0.0502,Low Risk
6288-CHQJB,54,Two year,DSL,Yes,Yes,Bank transfer (automatic),69.95,5077,0,0,0.0502,Low Risk
9435-JMLSX,71,Two year,DSL,Yes,Yes,Bank transfer (automatic),86.1,6286,0,0,0.0502,Low Risk
2987-BJXIK,70,Two year,DSL,No,Yes,Mailed check,84.7,4180,0,0,0.0501,Low Risk
1760-CAZHT,25,Month-to-month,No,No internet service,No internet service,Mailed check,20.8,3274,0,0,0.05,Low Risk
3521-HTQTV,34,Two year,No,No internet service,No internet service,Bank transfer (automatic),26.1,2026,0,0,0.05,Low Risk
0379-DJQHR,67,Two year,DSL,No,Yes,Credit card (automatic),81.35,4219,0,0,0.05,Low Risk
6509-TSGWN,37,Month-to-month,No,No internet service,No internet service,Mailed check,26.45,5359,0,0,0.0499,Low Risk
6418-PIQSP,62,Two year,DSL,Yes,Yes,Mailed check,81.0,4684,0,0,0.0499,Low Risk
4654-ULTTN,70,Two year,DSL,Yes,Yes,Credit card (automatic),74.8,6447,0,0,0.0499,Low Risk
1414-YADCW,70,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),84.6,5679,0,0,0.0499,Low Risk
9938-TKDGL,68,Two year,Fiber optic,Yes,Yes,Electronic check,99.55,4319,0,0,0.0498,Low Risk
0679-TDGAK,50,One year,DSL,Yes,Yes,Electronic check,75.5,5141,0,0,0.0498,Low Risk
9931-DCEZH,28,One year,DSL,Yes,No,Credit card (automatic),54.4,4711,0,0,0.0498,Low Risk
7602-MVRMB,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),110.45,4754,0,0,0.0498,Low Risk
0230-WEQUW,66,Two year,DSL,Yes,Yes,Bank transfer (automatic),56.6,5500,0,0,0.0498,Low Risk
6814-ZPWFQ,51,One year,No,No internet service,No internet service,Bank transfer (automatic),25.0,5896,0,0,0.0496,Low Risk
0771-CHWSK,66,Two year,DSL,No,Yes,Credit card (automatic),74.6,4838,0,0,0.0495,Low Risk
3779-OSWCF,71,Two year,DSL,Yes,Yes,Credit card (automatic),93.2,4493,0,0,0.0495,Low Risk
3813-DHBBB,67,Two year,DSL,Yes,Yes,Bank transfer (automatic),50.95,6395,0,0,0.0493,Low Risk
2194-IIQOF,71,Two year,DSL,Yes,Yes,Credit card (automatic),89.3,4658,0,0,0.0493,Low Risk
7639-OPLNG,70,Two year,DSL,Yes,Yes,Bank transfer (automatic),79.25,5085,0,0,0.0493,Low Risk
8626-PTQGE,69,Two year,DSL,Yes,Yes,Bank transfer (automatic),60.05,5388,0,0,0.0492,Low Risk
3967-KXAPS,72,Two year,DSL,Yes,Yes,Credit card (automatic),92.3,5136,0,0,0.0492,Low Risk
5171-EPLKN,27,Two year,No,No internet service,No internet service,Credit card (automatic),19.85,2176,0,0,0.0492,Low Risk
6007-TCTST,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),115.8,5841,0,0,0.0491,Low Risk
7408-OFWXJ,72,Two year,DSL,Yes,Yes,Credit card (automatic),89.8,5762,0,0,0.049,Low Risk
8606-CIQUL,72,Two year,Fiber optic,Yes,Yes,Credit card (automatic),115.75,5168,0,0,0.049,Low Risk
0530-IJVDB,70,Two year,Fiber optic,Yes,Yes,Electronic check,114.6,5414,0,0,0.049,Low Risk
7101-HRBLJ,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),83.7,4592,0,0,0.0489,Low Risk
3617-XLSGQ,66,Two year,Fiber optic,No,Yes,Bank transfer (automatic),109.25,5865,0,0,0.0488,Low Risk
4006-HKYHO,63,Two year,DSL,Yes,Yes,Bank transfer (automatic),86.7,5841,0,0,0.0488,Low Risk
4854-SSLTN,2,Two year,DSL,Yes,Yes,Mailed check,59.5,5613,0,0,0.0488,Low Risk
4999-IEZLT,66,One year,DSL,Yes,No,Credit card (automatic),29.45,5112,0,0,0.0488,Low Risk
4086-ATNFV,34,One year,DSL,No,Yes,Mailed check,60.8,4522,0,0,0.0487,Low Risk
1407-DIGZV,3,Two year,No,No internet service,No internet service,Mailed check,19.1,3863,0,0,0.0486,Low Risk
1775-KWJKQ,72,Two year,DSL,Yes,Yes,Credit card (automatic),89.85,6046,0,0,0.0486,Low Risk
2332-TODQS,48,One year,No,No internet service,No internet service,Credit card (automatic),25.05,3642,0,0,0.0486,Low Risk
2223-GDSHL,71,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),116.05,6481,0,0,0.0485,Low Risk
9742-XOKTS,67,One year,Fiber optic,Yes,Yes,Electronic check,89.55,6194,0,0,0.0485,Low Risk
4723-BEGSG,72,Two year,DSL,Yes,Yes,Credit card (automatic),86.65,5483,0,0,0.0484,Low Risk
8039-EQPIM,69,Two year,DSL,Yes,Yes,Bank transfer (automatic),60.25,5717,0,0,0.0483,Low Risk
4973-MGTON,71,Two year,DSL,Yes,Yes,Credit card (automatic),84.4,5619,0,0,0.0482,Low Risk
3396-DKDEL,70,Two year,Fiber optic,Yes,Yes,Credit card (automatic),115.15,4388,0,0,0.0482,Low Risk
6885-PKOAM,71,Two year,DSL,Yes,Yes,Credit card (automatic),85.75,4487,0,0,0.0482,Low Risk
1094-BKOSX,45,One year,DSL,Yes,No,Bank transfer (automatic),51.0,4534,0,0,0.0481,Low Risk
0675-NCDYU,72,Two year,Fiber optic,Yes,Yes,Credit card (automatic),116.4,6491,0,0,0.0481,Low Risk
1599-MMYRQ,62,One year,Fiber optic,No,Yes,Credit card (automatic),81.45,5179,0,0,0.048,Low Risk
6064-PUPMC,23,One year,DSL,Yes,Yes,Credit card (automatic),57.2,4021,0,0,0.048,Low Risk
3933-DQPWX,50,Two year,DSL,Yes,No,Credit card (automatic),39.7,5174,0,0,0.048,Low Risk
3500-NSDOA,68,Two year,DSL,Yes,No,Credit card (automatic),70.8,5540,0,0,0.048,Low Risk
4597-ELFTS,56,One year,No,No internet service,No internet service,Electronic check,24.9,5327,1,0,0.0479,Low Risk
0048-PIHNL,49,One year,No,No internet service,No internet service,Bank transfer (automatic),20.45,6061,0,0,0.0479,Low Risk
0674-GCDXG,63,Two year,DSL,Yes,Yes,Bank transfer (automatic),71.9,5816,0,0,0.0479,Low Risk
4578-PHJYZ,52,One year,DSL,Yes,No,Electronic check,68.75,4172,0,0,0.0477,Low Risk
4825-FUREZ,42,Two year,No,No internet service,No internet service,Electronic check,20.25,5940,0,0,0.0477,Low Risk
2430-RRYUW,66,One year,DSL,No,Yes,Mailed check,54.8,4621,0,0,0.0476,Low Risk
0420-TXVSG,66,Two year,DSL,No,Yes,Credit card (automatic),66.1,5933,0,0,0.0475,Low Risk
1970-KKFWL,35,Two year,No,No internet service,No internet service,Bank transfer (automatic),23.3,2416,0,0,0.0475,Low Risk
6244-BESBM,69,Two year,Fiber optic,Yes,No,Credit card (automatic),95.2,6166,0,0,0.0475,Low Risk
1488-PBLJN,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),116.85,4055,0,0,0.0475,Low Risk
5377-NDTOU,71,Two year,DSL,Yes,Yes,Mailed check,91.05,4644,0,0,0.0473,Low Risk
6953-PBDIN,70,Two year,DSL,Yes,No,Bank transfer (automatic),72.95,6466,0,0,0.0473,Low Risk
6916-HIJSE,65,Two year,DSL,Yes,Yes,Bank transfer (automatic),84.85,5434,0,0,0.0472,Low Risk
4291-TPNFG,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),82.3,5219,0,0,0.0471,Low Risk
4685-TFLLS,18,One year,No,No internet service,No internet service,Bank transfer (automatic),19.8,4808,0,0,0.0471,Low Risk
1741-WTPON,56,Two year,Fiber optic,Yes,Yes,Mailed check,115.85,4937,0,0,0.047,Low Risk
4526-EXKKN,40,Two year,No,No internet service,No internet service,Mailed check,24.6,2601,0,0,0.047,Low Risk
9046-JBFWA,27,Month-to-month,No,No internet service,No internet service,Mailed check,19.15,4004,0,0,0.047,Low Risk
0572-ZJKLT,46,Two year,Fiber optic,Yes,Yes,Mailed check,99.65,4736,0,0,0.047,Low Risk
3726-TBHQT,71,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),114.0,5600,0,0,0.047,Low Risk
2234-EOFPT,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),79.35,4278,0,0,0.047,Low Risk
4378-MYPGO,68,Two year,Fiber optic,No,Yes,Bank transfer (automatic),105.25,5795,0,0,0.0469,Low Risk
9066-QRSDU,69,One year,No,No internet service,No internet service,Electronic check,26.3,5418,0,0,0.0469,Low Risk
0859-YGKFW,18,One year,No,No internet service,No internet service,Bank transfer (automatic),20.05,4458,0,0,0.0468,Low Risk
6368-TZZDT,4,Two year,No,No internet service,No internet service,Credit card (automatic),19.5,5390,0,0,0.0467,Low Risk
3810-DVDQQ,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),117.6,6173,0,0,0.0467,Low Risk
0017-IUDMW,72,Two year,Fiber optic,Yes,Yes,Credit card (automatic),116.8,6252,0,0,0.0467,Low Risk
6859-QNXIQ,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),113.1,5308,0,0,0.0467,Low Risk
0017-DINOC,54,Two year,DSL,Yes,Yes,Credit card (automatic),45.2,5435,0,0,0.0466,Low Risk
3795-CAWEX,70,Two year,Fiber optic,Yes,Yes,Credit card (automatic),116.55,6116,0,0,0.0466,Low Risk
4893-GYUJU,50,One year,No,No internet service,No internet service,Mailed check,19.35,5247,0,0,0.0466,Low Risk
1354-YZFNB,4,Two year,No,No internet service,No internet service,Credit card (automatic),19.55,5573,0,0,0.0465,Low Risk
1627-AFWVJ,29,Two year,No,No internet service,No internet service,Mailed check,19.4,2265,0,0,0.0465,Low Risk
5887-IKKYO,58,Two year,Fiber optic,Yes,No,Bank transfer (automatic),94.35,4777,0,0,0.0463,Low Risk
7815-PDTHL,35,Two year,No,No internet service,No internet service,Mailed check,20.2,3481,0,0,0.0462,Low Risk
1069-QJOEE,25,One year,No,No internet service,No internet service,Electronic check,19.9,4134,0,0,0.0462,Low Risk
6388-TABGU,62,One year,DSL,No,Yes,Bank transfer (automatic),56.15,4529,0,0,0.0462,Low Risk
0827-ITJPH,36,Two year,No,No internet service,No internet service,Credit card (automatic),18.55,5703,0,0,0.0461,Low Risk
6103-QCKFX,44,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic),56.25,3918,0,0,0.046,Low Risk
1459-QNFQT,70,Two year,DSL,Yes,Yes,Bank transfer (automatic),59.5,4031,0,0,0.046,Low Risk
0412-UCCNP,55,Two year,DSL,Yes,Yes,Electronic check,59.2,5162,0,0,0.046,Low Risk
6551-VLJMV,34,Two year,No,No internet service,No internet service,Credit card (automatic),20.05,2236,0,0,0.0458,Low Risk
8430-TWCBX,49,One year,No,No internet service,No internet service,Credit card (automatic),20.7,4074,0,0,0.0458,Low Risk
7520-HQWJU,66,Month-to-month,DSL,No,Yes,Bank transfer (automatic),67.45,4172,0,0,0.0458,Low Risk
1352-HNSAW,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),115.6,5633,0,0,0.0458,Low Risk
5375-XLDOF,69,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),114.35,6082,0,0,0.0458,Low Risk
0839-QNXME,30,Two year,No,No internet service,No internet service,Credit card (automatic),19.4,3986,0,0,0.0458,Low Risk
7297-DVYGA,51,One year,No,No internet service,No internet service,Bank transfer (automatic),19.85,5089,0,0,0.0457,Low Risk
1222-KJNZD,40,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),20.4,5918,0,0,0.0457,Low Risk
4203-QGNZA,28,Month-to-month,No,No internet service,No internet service,Mailed check,20.25,4476,0,0,0.0457,Low Risk
7722-VJRQD,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),60.95,4147,0,0,0.0457,Low Risk
2535-PBCGC,70,Two year,DSL,Yes,Yes,Bank transfer (automatic),64.55,4858,0,0,0.0457,Low Risk
8608-OZTLB,38,One year,DSL,Yes,Yes,Electronic check,74.05,5975,0,0,0.0456,Low Risk
6741-QRLUP,63,Two year,DSL,Yes,Yes,Credit card (automatic),80.3,5554,0,0,0.0456,Low Risk
4163-HFTUK,51,One year,No,No internet service,No internet service,Electronic check,19.1,4120,0,0,0.0456,Low Risk
3258-ZKPAI,72,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),116.6,5227,0,0,0.0455,Low Risk
9102-OXKFY,59,Two year,DSL,No,No,Credit card (automatic),54.15,4293,0,0,0.0455,Low Risk
2649-HWLYB,65,Two year,DSL,Yes,Yes,Bank transfer (automatic),76.15,6177,0,0,0.0455,Low Risk
8174-LNWMW,31,Two year,No,No internet service,No internet service,Credit card (automatic),20.9,5581,0,0,0.0454,Low Risk
1401-FTHFQ,23,One year,No,No internet service,No internet service,Credit card (automatic),20.0,2170,0,0,0.0454,Low Risk
6265-FRMTQ,31,Two year,No,No internet service,No internet service,Bank transfer (automatic),20.4,5363,0,0,0.0454,Low Risk
6115-ZTBFQ,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),65.5,4119,0,0,0.0452,Low Risk
5329-KRDTM,72,Two year,DSL,Yes,No,Credit card (automatic),77.35,6202,0,0,0.045,Low Risk
0197-PNKNK,69,One year,Fiber optic,No,Yes,Bank transfer (automatic),84.45,5629,0,0,0.045,Low Risk
9732-OUYRN,49,One year,No,No internet service,No internet service,Credit card (automatic),19.0,4066,0,0,0.045,Low Risk
6016-LVTJQ,34,Month-to-month,No,No internet service,No internet service,Mailed check,20.65,5099,0,0,0.0449,Low Risk
7037-MTYVW,38,Two year,DSL,Yes,Yes,Bank transfer (automatic),85.4,5292,0,0,0.0449,Low Risk
6527-PZFPV,24,One year,No,No internet service,No internet service,Credit card (automatic),20.8,4654,0,0,0.0449,Low Risk
4079-WWQQQ,72,Two year,DSL,Yes,Yes,Bank transfer (automatic),65.55,4266,0,0,0.0448,Low Risk
8316-BBQAY,65,Two year,DSL,Yes,Yes,Credit card (automatic),59.95,6251,0,0,0.0447,Low Risk
1303-SRDOK,55,Two year,Fiber optic,No,No,Credit card (automatic),69.05,4318,0,0,0.0447,Low Risk
5965-GGPRW,72,Two year,Fiber optic,No,Yes,Bank transfer (automatic),105.25,4427,0,0,0.0446,Low Risk
0269-XFESX,23,One year,No,No internet service,No internet service,Mailed check,24.35,4031,0,0,0.0445,Low Risk
0234-TEVTT,48,One year,DSL,No,Yes,Credit card (automatic),45.0,5269,0,0,0.0445,Low Risk
3892-NXAZG,72,Two year,Fiber optic,Yes,Yes,Credit card (automatic),114.05,6254,0,0,0.0443,Low Risk
3902-MIVLE,63,Two year,DSL,Yes,Yes,Mailed check,75.7,5113,0,0,0.0443,Low Risk
7319-ZNRTR,25,One year,No,No internet service,No internet service,Electronic check,19.6,2888,0,0,0.0443,Low Risk
4825-XJGDM,61,One year,DSL,Yes,Yes,Credit card (automatic),43.7,4051,0,0,0.0443,Low Risk
2466-FCCPT,20,One year,No,No internet service,No internet service,Bank transfer (automatic),19.7,4910,0,0,0.0443,Low Risk
7253-UVNDW,46,Two year,DSL,Yes,No,Credit card (automatic),54.35,2793,1,0,0.0442,Low Risk
0754-EEBDC,4,Two year,No,No internet service,No internet service,Mailed check,19.9,2347,0,0,0.044,Low Risk
3870-SPZSI,70,Two year,Fiber optic,Yes,Yes,Credit card (automatic),113.05,4203,0,0,0.044,Low Risk
2428-HYUNX,44,Two year,No,No internet service,No internet service,Credit card (automatic),19.35,4975,0,0,0.0437,Low Risk
2122-SZZZD,44,One year,No,No internet service,No internet service,Credit card (automatic),19.5,4220,0,0,0.0437,Low Risk
7649-SIJJF,71,Two year,DSL,Yes,Yes,Mailed check,80.1,6045,0,0,0.0437,Low Risk
0336-KXKFK,72,Two year,DSL,Yes,Yes,Credit card (automatic),61.2,4085,0,0,0.0437,Low Risk
9758-MFWGD,48,One year,DSL,No,No,Bank transfer (automatic),29.9,2617,0,0,0.0437,Low Risk
6119-SPUDB,46,Two year,DSL,Yes,Yes,Mailed check,38.25,2653,0,0,0.0436,Low Risk
4312-GVYNH,70,Two year,DSL,Yes,Yes,Bank transfer (automatic),49.85,5460,0,0,0.0435,Low Risk
9968-FFVVH,63,One year,DSL,Yes,Yes,Bank transfer (automatic),68.8,5082,0,0,0.0435,Low Risk
